Id,OverallRating,ReviewHeader,Name,Datetime,VerifiedReview,ReviewBody,TypeOfTraveller,SeatType,Route,DateFlown,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Aircraft,Food&Beverages,InflightEntertainment,Wifi&Connectivity,clean_review,wordcount,vader_compound_score,vader_prediction,"TextBlob_Analysis (Polarity, Subjectivity)",TextBlob_Analysis (Subjectivity),TextBlob_Analysis (Polarity),textblob_prediction,Transformer_Prediction,Transformer_Score,Transformer_Prediction_Specified,real_y
148,1,"""cancel your flight without notice""",B Sherry,23rd May 2023,FALSE,"Top Ten REASONS to not use British Airways To all: Be Aware and be on Notice- Travel at your own risk I have travelled for years on many different airlines, and I have to say that British Airways ranks as one of the top two most horrible airlines to fly. Don’t waste your time or money. Customer service is non-existent. Please be on notice that if you purchase a ticket from them and once, they have your money, you can kiss any customer service and or help resolving your issue goodbye. We used them to travel to Europe and it was the worst experience I have had with an airline in years. When you work hard and save your money to travel, you expect a good experience. Welp not with this company. Who I am sure, makes millions on customers per year. I understand that sometimes things happen, but this started right after we booked our flight AND THE BAD EXPERIENCE DID NOT END UNTIL WE SET FOOT BACK TO OUR HOMETOWN. Please take note: #1 - The customer service number is buried on the internet and not listed on their website. I had to google it and still got the run around when someone finally answered. Trust me, the number is a secret. #2 – When you FINALLY find a customer service number, there is a long wait and when or if someone answers, they will not resolve your issues. Instead, they pass the buck to whatever airlines that they sold your ticket to. NO ONE TAKES OWNERSHIP #4- What airlines operates 365 days a year and around the clock but doesn’t have customer service reps to help you, the customer? BRITISH AIRWAYS that’s who. #5 - They will cancel your flight without notice and not notify you, AT ALL. NO EMAIL, NO TEXT. #6- If you are not the primary on your ticket you will get no notifications or even if you are the primary, you may or may not get notifications. #7 - If you pay for seats and you pick them, it doesn’t matter, they will cancel your seats and not refund your money and then play stupid. #8 - The flight may be cheaper, but it is not once you are done paying for seats. #9- They will route to another partner airline and not notify you #10 – If you have a connecting flight, they will cancel one leg and not the other and NOT NOTIFY YOU. I will never use them again. And if this review helps one person that heeds my advice, then my job is done.",Couple Leisure,Premium Economy,Dallas to Madrid via London,23-May,1,1,1,1,no,,1,1,1,top ten reasons use british airways aware notice travel risk travelled years many different airlines say british airways ranks one top two horrible airlines fly. waste time money. customer service non existent. please notice purchase ticket money kiss customer service help resolving issue goodbye. used travel europe worst experience airline years. work hard save money travel expect good experience. welp company. sure makes millions customers per year. understand sometimes things happen started right booked flight bad experience end set foot back hometown. please take note 1 customer service number buried internet listed website. google still got run around someone finally answered. trust number secret. 2 finally find customer service number long wait someone answers resolve issues. instead pass buck whatever airlines sold ticket to. one takes ownership 4 airlines operates 365 days year around clock customer service reps help customer british airways who. 5 cancel flight without notice notify all. email text. 6 primary ticket get notifications even primary may may get notifications. 7 pay seats pick matter cancel seats refund money play stupid. 8 flight may cheaper done paying seats. 9 route another partner airline notify 10 connecting flight cancel one leg notify you. never use again. review helps one person heeds advice job done.,434,"{'neg': 0.118, 'neu': 0.701, 'pos': 0.181, 'compound': 0.8779}",Positive,"Sentiment(polarity=0.015155677655677666, subjectivity=0.522420634920635)",0.522420635,0.015155677655677666,Positive,sadness,0.9229317903518677,Negative,Negative
665,1,"""delayed by 20 mins""",T Keilenberg,22nd December 2019,TRUE,"London to Munich BA956 on 21 December, delayed by 25 mins. Dated not very clean A320. Boarding process was slow and asking passengers to check their hand luggage. Turns out plane is half empty. No complementary drinks and snacks will be served on this flight with buy onboard in economy. Never again.",Solo Leisure,Economy Class,London to Munich,19-Dec,2,1,1,1,no,A320,,,,london munich ba956 21 december delayed 25 mins. dated clean a320. boarding process slow asking passengers check hand luggage. turns plane half empty. complementary drinks snacks served flight buy onboard economy. never again.,52,"{'neg': 0.096, 'neu': 0.751, 'pos': 0.153, 'compound': 0.4939}",Neutral,"Sentiment(polarity=-0.05, subjectivity=0.4416666666666667)",0.4416666666666667,-0.05,Negative,sadness,0.39067763090133667,Negative,Negative
1329,10,"""cabins are in need of refurbishment""",M Richards,8th January 2018,TRUE,"The First Class cabins are in need of refurbishment, but since this aircraft type is ageing this might been a pointless wish. The seats were very comfortable and completely functional. Entertainment choices were current, varied, and easy to access although the earphone supplied were not of the noise cancelling variety. The cabin staff was remarkably efficient and very kind. The food for dinner, while not overgenerous in choice was delicious and well presented with the option of dining at your own convenience. The breakfast menu was surprising in the variety of choices offered. Overall, an extremely pleasant experience. There is no Wi-Fi available on this aircraft type.",Solo Leisure,First Class,Chicago to London Heathrow,18-Jan,5,5,4,5,yes,Boeing 747-400,5,5,,first class cabins need refurbishment since aircraft type ageing might pointless wish. seats comfortable completely functional. entertainment choices current varied easy access although earphone supplied noise cancelling variety. cabin staff remarkably efficient kind. food dinner overgenerous choice delicious well presented option dining convenience. breakfast menu surprising variety choices offered. overall extremely pleasant experience. wi fi available aircraft type.,108,"{'neg': 0.023, 'neu': 0.595, 'pos': 0.383, 'compound': 0.9807}",Positive,"Sentiment(polarity=0.39358974358974363, subjectivity=0.5987179487179488)",0.5987179487179488,0.39358974358974363,Positive,joy,0.9984294772148132,Positive,Positive
1432,3,"""how disappointed I was""",M Seward,19th October 2017,FALSE,"London Heathrow to Bangkok. Was looking forward to eventually flying with British Airways after flying reguarly to Bangkok with other airlines - how disappointed I was. A low budget product with a premium price. I will never again use this airline, its the most costly option (usually) for my regular journey to Thailand, but it ranks the lowest of all the airlines I've used on this route in past 30 trips. Seatback screen so small and of poor quality, service is dreadful, seats are old with no powerpoints, no wifi on board. Best part of the trip was getting off. Absolutely shameful for a national carrier of the UK. Lower your costs BA as you really are budget - go fly with any of the Gulf airlines or a vast majority of Europe's best, BA are nowhere near good enough. Current price almost a 3rd more than the other 2 direct flights (EVA and Thai) to Bangkok and British Airways is only half as good as those.",Solo Leisure,Economy Class,London Heathrow to Bangkok,17-Oct,2,2,2,2,no,Boeing 777,1,1,,london heathrow bangkok. looking forward eventually flying british airways flying reguarly bangkok airlines disappointed was. low budget product premium price. never use airline costly option usually regular journey thailand ranks lowest airlines used route past 30 trips. seatback screen small poor quality service dreadful seats old powerpoints wifi board. best part trip getting off. absolutely shameful national carrier uk. lower costs ba really budget go fly gulf airlines vast majority europe best ba nowhere near good enough. current price almost 3rd 2 direct flights eva thai bangkok british airways half good those.,167,"{'neg': 0.215, 'neu': 0.699, 'pos': 0.086, 'compound': -0.912}",Negative,"Sentiment(polarity=0.08680555555555557, subjectivity=0.42681623931623935)",0.42681623931623935,0.086805556,Positive,sadness,0.9937580823898315,Negative,Negative
2945,7,British Airways customer review,W Woon,1st June 2015,FALSE,BA873 KRK-LHR 17 May - a new sector launched just early this month and my first time flying BA. I was pleasantly surprised (for my friend) that he was able to check-in his big carry-on for free while I paid for check-in luggage. I understood why in the end. My biggest gripe has to be that the Sunday flight departs and arrives late into LHR. This was worsened by the fact that it was a full flight but the overhead bins were already full before all were on board hence there was a 20 minute delay on the tarmac as remaining hand-carry luggage had to be put in the hold. Unfortunately flight did not manage to catch up while in the air hence we landed 20 minutes late cutting it close to the curfew time for LHR. We had to run all the way through and almost missed the last Heathrow Express train. I will never fly a late flight into LHR again. That said the pilot and cabin crew were entertaining - quite chatty over the PA and with some passengers though not necessarily friendly to all customers. 2.5 hours on an A320 passed by without any in-flight entertainment (to be expected for regional flights) and with some food and refreshments (which were good).,,Economy Class,,,4,4,,4,yes,,4,1,,ba873 krk lhr 17 may new sector launched early month first time flying ba. pleasantly surprised friend able check big carry free paid check luggage. understood end. biggest gripe sunday flight departs arrives late lhr. worsened fact full flight overhead bins already full board hence 20 minute delay tarmac remaining hand carry luggage put hold. unfortunately flight manage catch air hence landed 20 minutes late cutting close curfew time lhr. run way almost missed last heathrow express train. never fly late flight lhr again. said pilot cabin crew entertaining quite chatty pa passengers though necessarily friendly customers. 2.5 hours a320 passed without flight entertainment expected regional flights food refreshments good .,220,"{'neg': 0.1, 'neu': 0.711, 'pos': 0.189, 'compound': 0.9163}",Positive,"Sentiment(polarity=0.06306818181818181, subjectivity=0.5739772727272726)",0.5739772727272726,0.063068182,Positive,fear,0.7263021469116211,Negative,Negative
1128,7,"""overall, it’s a good option""",B Robinson,30th July 2018,TRUE,"Flew London Gatwick to Tirana Rinas. Bag drop at Gatwick was basically seamless, and BA was offering to check in your hand baggage for free. The flight was at 8:10 and the gate was supposed to be shown at 7:24 am, which was oddly specific, but as we got closer to that time, that just got more and more delayed. Until we finally got our gate info at around 7:45. For which boarding had already started. Boarding was pretty much seamless. The cabin crew greeted all the passengers which was nice. The legroom was alright, perfectly fine for a 2 and and a half hour flight. Good recline aswell. I don’t understand why British Airways opted for buy on board, their free food offering before was perfectly fine. Although the food offering was just a few sandwiches which were quite expensive. And there was no real hot food options, just a few of their sandwiches could be served hot. Flights were on time. Flights cost around £320 return per person, which was quite pricey considering the cheapest option was around half the price. So overall, it’s a good option, but if you can find something cheaper, then go for it.",Family Leisure,Economy Class,London Gatwick to Tirana Rinas,18-Jul,4,4,5,3,yes,A320-200,3,,,flew london gatwick tirana rinas. bag drop gatwick basically seamless ba offering check hand baggage free. flight 8 10 gate supposed shown 7 24 oddly specific got closer time got delayed. finally got gate info around 7 45. boarding already started. boarding pretty much seamless. cabin crew greeted passengers nice. legroom alright perfectly fine 2 half hour flight. good recline aswell. understand british airways opted buy board free food offering perfectly fine. although food offering sandwiches quite expensive. real hot food options sandwiches could served hot. flights time. flights cost around 320 return per person quite pricey considering cheapest option around half price. overall good option find something cheaper go it.,205,"{'neg': 0.03, 'neu': 0.688, 'pos': 0.282, 'compound': 0.9858}",Positive,"Sentiment(polarity=0.20394736842105263, subjectivity=0.5267543859649123)",0.5267543859649123,0.20394736842105263,Positive,joy,0.9974367022514343,Positive,Positive
3147,9,British Airways customer review,P Carter,28th January 2015,FALSE,LGW-ACF-LGW (Club Europe) On both flights we had very good cabin staff infact the purser was the same on both flights and he was very efficient and very friendly as were both stewardesses. The food was very good too lovely and hot large portions of chicken/beef tasty liked the choices given so we were very happy. The new seat configuration on the Airbus we did not like we were in row 8 then 6 and they were fine but I'd not like to be in the first row right by the door and noticeably colder (stood right by the row queuing for the loo) and there is no bulkhead any more so it's a very small open space between the first row of seats the loo and the galley! I'm only 5 ft 2 tall and very slim build and I found the loo cramped looking around I couldn't see how 1/3 of the passengers would fit in it and I don't mean they were all way overweight it is very small and slanting roof. A tall and big built person would not be happy! I gave inflight entertainment 1 as obviously they don't exist on short haul flights. The seats were far too upright and therefore uncomfortable you could only recline them a bit or otherwise the poor person behind you wouldn't have had any space and I kept sliding forward on mine. The leg rest has gone too so I had nothing to stop me moving forward and the space between rows felt a lot reduced.,,Business Class,,,3,5,,4,yes,,5,1,,lgw acf lgw club europe flights good cabin staff infact purser flights efficient friendly stewardesses. food good lovely hot large portions chicken beef tasty liked choices given happy. new seat configuration airbus like row 8 6 fine would like first row right door noticeably colder stood right row queuing loo bulkhead small open space first row seats loo galley 5 ft 2 tall slim build found loo cramped looking around could see 1 3 passengers would fit mean way overweight small slanting roof. tall big built person would happy gave inflight entertainment 1 obviously exist short haul flights. seats far upright therefore uncomfortable could recline bit otherwise poor person behind would space kept sliding forward mine. leg rest gone nothing stop moving forward space rows felt lot reduced.,269,"{'neg': 0.054, 'neu': 0.684, 'pos': 0.262, 'compound': 0.9828}",Positive,"Sentiment(polarity=0.15540159245516386, subjectivity=0.598525432900433)",0.598525433,0.15540159245516386,Positive,joy,0.7444245219230652,Positive,Neutral
2723,9,"""seat comfortable in World Traveller Plus""",I Wang,15th September 2015,FALSE,"This aging British Airways Boeing 747-400 appeared well maintained. The seat was comfortable in World Traveller Plus. I was seating on the last row so no pressure of inclining the seat. Food was good and a generous bar service. Before flight took off, a cabin manager greeted everyone and was one the nicest and cheerful crew I have met. ",Solo Leisure,Premium Economy,LHR to MIA,15-Sep,5,5,5,5,yes,Boeing 747-400,5,3,,aging british airways boeing 747 400 appeared well maintained. seat comfortable world traveller plus. seating last row pressure inclining seat. food good generous bar service. flight took cabin manager greeted everyone one nicest cheerful crew met.,60,"{'neg': 0.043, 'neu': 0.553, 'pos': 0.403, 'compound': 0.9531}",Positive,"Sentiment(polarity=0.3, subjectivity=0.49333333333333335)",0.49333333333333335,0.3,Positive,love,0.7603201866149902,Positive,Positive
1968,9,"""unobtrusive service provided""",Leo Reuter,28th November 2016,FALSE,"Singapore to London. Having not flown British Airways long haul for over fifteen years I was pleasantly surprised on my recent return trip to London. The premium economy seats on the upper deck were clean and comfortable and the food served was well above average. However, more important was the unobtrusive service provided by the cabin staff whereby announcements are kept to a minimum and there is no constant patrolling during the flight. Both flights left and arrived on time. Overall a very good experience.",Business,Premium Economy,SIN to LHR,16-Nov,5,5,5,5,yes,A380,5,4,5,singapore london. flown british airways long haul fifteen years pleasantly surprised recent return trip london. premium economy seats upper deck clean comfortable food served well average. however important unobtrusive service provided cabin staff whereby announcements kept minimum constant patrolling flight. flights left arrived time. overall good experience.,85,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.9413}",Positive,"Sentiment(polarity=0.1358974358974359, subjectivity=0.4141025641025641)",0.4141025641025641,0.1358974358974359,Positive,surprise,0.9739493131637573,Neutral,Positive
2188,1,"""no longer worth any extra cost""",F Peters,13th July 2016,FALSE,"Sadly British Airways Business Class, London Heathrow to Geneva is no longer worth any extra cost. I'm only 185cm and can't sit comfortably and relax without being sideways. In addition to Chamonix we have homes in London and Telluride, Colorado and BA lost us as customers for quite a few years on the LHR to DEN, 777 service, again because of the ridiculous seat forward/backward seat configuration in Business Class, that requires us or someone else to climb over us to get out of the seat during the flight. Therefore we flew Air NZ (much, much better flight if a little inconvenient) to LAX (6-8 return flights a year) and suffered longer on United to get to our destination as BA Business was so bad. Fortunately they now have a 747 on the LHR to DEN service where we can fly First Class which we are using, but it would only take another airline to do this route for us to move away from the ageing cabin staff and extremely average service.
",Business,Business Class,LHR to GVA,16-Jul,1,2,1,1,no,A320,1,,,sadly british airways business class london heathrow geneva longer worth extra cost. 185cm cannot sit comfortably relax without sideways. addition chamonix homes london telluride colorado ba lost us customers quite years lhr den 777 service ridiculous seat forward backward seat configuration business class requires us someone else climb us get seat flight. therefore flew air nz much much better flight little inconvenient lax 6 8 return flights year suffered longer united get destination ba business bad. fortunately 747 lhr den service fly first class using would take another airline route us move away ageing cabin staff extremely average service.,175,"{'neg': 0.184, 'neu': 0.749, 'pos': 0.066, 'compound': -0.9108}",Negative,"Sentiment(polarity=0.052243589743589766, subjectivity=0.5384615384615385)",0.5384615384615385,0.052243589743589766,Positive,sadness,0.8950522541999817,Negative,Negative
1531,1,"""BA have lost another client""",Wolfgang Riebe,27th July 2017,FALSE,"Bergen to London Heathrow. I was a Gold executive member for years and raved about BA. Sadly that has hugely changed. This year I flew from London to Frankfurt with my daughter and we had to buy food on board. I found this highly irregular, especially for a mainstream airline. Today I flew from Bergen to London and again experience ended this! This is disgusting! BA charge way higher prices than others and very much more than the cheapie lines and now also charge for food in economy.  The entire executive team should be fired. And BA have lost another client!",Business,Economy Class,Bergen to London Heathrow,17-Jul,2,2,2,1,no,,1,2,1,bergen london heathrow. gold executive member years raved ba. sadly hugely changed. year flew london frankfurt daughter buy food board. found highly irregular especially mainstream airline. today flew bergen london experience ended disgusting ba charge way higher prices others much cheapie lines also charge food economy. entire executive team fired. ba lost another client,101,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.9022}",Negative,"Sentiment(polarity=0.0014285714285714218, subjectivity=0.6807142857142857)",0.6807142857142857,0.001428571,Positive,anger,0.8688316941261292,Negative,Negative
3555,8,British Airways customer review,Alyssa Ablitt,6th July 2014,FALSE,Travelled with my husband sister and brother inlaw to Rome via Heathrow. Yep long flight so everyone kept reminding me when I told them where we were from. Decided to upgrade to Premium Economy and thanks to our travel agent got a good deal. Several years ago I was put off from flying British Airways so thought I'd give them another go. Wasn't disappointed all flights were good considering we flew straight through to Rome I felt pretty good at the end of 30 hours in the air. The Premium Eco seats had plenty of leg room on all flights 2 bags per person even the flight from Barcelona to Gatwick which we were very grateful for. Can't say the food was anything to rave about. When the food you are eating has been on the plane as long as you have it really can't be good. Overall the flights were really good on time easy pickup of bags etc. the only disappointment is having to pay for the allocation of our seats. Apparently this is now common practice. Just be upfront about it that's all. will defiantly investigate BA again though.,,Premium Economy,,,4,4,,3,yes,,3,3,,travelled husband sister brother inlaw rome via heathrow. yep long flight everyone kept reminding told from. decided upgrade premium economy thanks travel agent got good deal. several years ago put flying british airways thought would give another go. disappointed flights good considering flew straight rome felt pretty good end 30 hours air. premium eco seats plenty leg room flights 2 bags per person even flight barcelona gatwick grateful for. cannot say food anything rave about. food eating plane long really cannot good. overall flights really good time easy pickup bags etc. disappointment pay allocation seats. apparently common practice. upfront all. defiantly investigate ba though.,195,"{'neg': 0.061, 'neu': 0.697, 'pos': 0.242, 'compound': 0.9685}",Positive,"Sentiment(polarity=0.16851851851851854, subjectivity=0.4490740740740742)",0.4490740740740742,0.16851851851851854,Positive,joy,0.8833702802658081,Positive,Positive
3693,10,British Airways customer review,J Tinning,29th August 2012,FALSE,Flew LHR - VIE return operated by bmi but BA aircraft. A319 aircraft was clearly new and very clean. The crew were smiling friendly and helpful. No in-flight entertainment but not a problem on this short-haul flight. Delicious lunch was served - ham and mustard sub roll and unlimited drinks available. Have flown British Airways on this route many times now and they have never had a flaw in decent service and staff whether on the ground or in the skies.,,Economy Class,,,5,5,,4,yes,,5,,,flew lhr vie return operated bmi ba aircraft. a319 aircraft clearly new clean. crew smiling friendly helpful. flight entertainment problem short haul flight. delicious lunch served ham mustard sub roll unlimited drinks available. flown british airways route many times never flaw decent service staff whether ground skies.,81,"{'neg': 0.043, 'neu': 0.623, 'pos': 0.334, 'compound': 0.9531}",Positive,"Sentiment(polarity=0.32718855218855214, subjectivity=0.5023569023569023)",0.5023569023569023,0.32718855218855214,Positive,joy,0.9952654838562012,Positive,Positive
1066,2,"""Air conditioning problem""",Bernard Kauffmann,23rd October 2018,TRUE,"London to Cape Town.  Waiting at gate, the staff announced flight will be delayed because cabin temperature is too high. Air conditioning problem on board. She said all doors of aircraft have been opened, lights dimmed or switched off to decrease temperature, boarding will start as soon as possible. Finally one hour after take off temperature became acceptable. ",Couple Leisure,Economy Class,London to Cape Town,18-Oct,2,1,1,1,no,Boeing 747-400,2,,,london cape town. waiting gate staff announced flight delayed cabin temperature high. air conditioning problem board. said doors aircraft opened lights dimmed switched decrease temperature boarding start soon possible. finally one hour take temperature became acceptable.,58,"{'neg': 0.115, 'neu': 0.827, 'pos': 0.058, 'compound': -0.3182}",Neutral,"Sentiment(polarity=0.05333333333333334, subjectivity=0.8466666666666667)",0.8466666666666667,0.053333333,Positive,fear,0.6372756361961365,Negative,Neutral
2078,3,"""a mistake to choose BA""",Michael Shortland,30th September 2016,FALSE,"Paris to Bangkok via London. What a mistake to choose BA for this business class flight. The experience of the seats (with their weird coffin-like configuration, sliding screens, and people climbing over me almost continually) was enough to say ""never again"". The service was very patchy, with some decidedly long-faced and size-challenged cabin staff. Coffee undrinkable, and forget having a choice. Main course near to inedible, but the portions were thankfully miniature. The wine selection was good, but my unsmiling stewardess told me there was no Bordeaux ""only merdock"". (I should have explained that Medoc is a Bordeaux region, but really). This simply comes nowhere close to Thai, Emirates or Cathay. Singapore Airlines is in a league way way ahead. I should add that the lounges in Paris and London were great. Paris was a share with Cathay, and London's Terminal 5 lounge was excellent. Shame about the flight and the quite hideous seating: tight, face to face with a complete stranger, noisy and hard.",Couple Leisure,Business Class,CDG to BKK via LHR,16-Sep,1,1,4,3,no,,1,,,paris bangkok via london. mistake choose ba business class flight. experience seats weird coffin like configuration sliding screens people climbing almost continually enough say never . service patchy decidedly long faced size challenged cabin staff. coffee undrinkable forget choice. main course near inedible portions thankfully miniature. wine selection good unsmiling stewardess told bordeaux merdock . explained medoc bordeaux region really . simply comes nowhere close thai emirates cathay. singapore airlines league way way ahead. add lounges paris london great. paris share cathay london terminal 5 lounge excellent. shame flight quite hideous seating tight face face complete stranger noisy hard.,172,"{'neg': 0.12, 'neu': 0.721, 'pos': 0.16, 'compound': 0.8225}",Positive,"Sentiment(polarity=0.15386904761904766, subjectivity=0.5473214285714286)",0.5473214285714286,0.15386904761904766,Positive,fear,0.8950608372688293,Negative,Negative
2969,9,British Airways customer review,A Domican,22nd May 2015,FALSE,Flight BA72 and BA73. Departed 14th May returned 20th May 2015. Very impressed with flight and cabin service on our trip from Dublin to Muscat Oman both in Club Europe and Club World. Was a bit dubious from reading other reviews however could not fault the service. Our flight was not busy so maybe this helped however I am looking forward to my return trip. Would book again.,,Business Class,,,5,5,,5,yes,,5,5,,flight ba72 ba73. departed 14th may returned 20th may 2015. impressed flight cabin service trip dublin muscat oman club europe club world. bit dubious reading reviews however could fault service. flight busy maybe helped however looking forward return trip. would book again.,68,"{'neg': 0.11, 'neu': 0.825, 'pos': 0.066, 'compound': -0.2732}",Neutral,"Sentiment(polarity=0.3666666666666667, subjectivity=0.43333333333333335)",0.43333333333333335,0.3666666666666667,Positive,surprise,0.9589580297470093,Neutral,Positive
964,2,"""would be my last choice""",G Beele,15th February 2019,TRUE,"My husband and I flew on British Airways flight BA-228 from Baltimore to London Heathrow leaving on the 12th February 2019. Every aspect of the flight was poorer than what budget airlines have to offer. The plane was shabby and dated. The seat reclining facility did not operate properly, was not that comfortable, and we had less legroom than the equivalent with budget airlines. The touch screen TV monitor was not working properly. One ear bud on the headphones did not work. The audio socket was too loose for the headphones so the plug kept falling out making it difficult to enjoy the in-flight entertainment (which in itself had a dated choice). The pillow was disgusting and kept falling out of the flimsy cover. The air conditioning lacked consistency alternating between very hot and very cold air. The restroom occupied sign always lit up as vacant even if it was occupied. However what made the flight very unpleasant was the bad attitude of the cabin crew. They were abrupt, unfriendly and quite clearly did not want to be there. There was one exception, an extremely pleasant older crew member who greeted us on and off the flight. There did not appear to be any organisation or smooth co-ordination when distributing the meals. Our two trays of food where placed on top of each other and practically thrown at us by a sour faced crew member. This flight was one hour late making us nervous about catching our connecting flight. There was no information or instructions given to us about connecting flight gate numbers before we landed. Unlike all the other airlines that I have travelled with there were no staff member greeting the connecting customers to point them in the right direction or re-assure them. British Airways would be my last choice of an airline to travel with and I would only fly with them again if there was no other option.",Couple Leisure,Economy Class,Baltimore to London Heathrow,19-Feb,1,1,2,2,no,Boeing 787,1,1,,husband flew british airways flight ba 228 baltimore london heathrow leaving 12th february 2019. every aspect flight poorer budget airlines offer. plane shabby dated. seat reclining facility operate properly comfortable less legroom equivalent budget airlines. touch screen tv monitor working properly. one ear bud headphones work. audio socket loose headphones plug kept falling making difficult enjoy flight entertainment dated choice . pillow disgusting kept falling flimsy cover. air conditioning lacked consistency alternating hot cold air. restroom occupied sign always lit vacant even occupied. however made flight unpleasant bad attitude cabin crew. abrupt unfriendly quite clearly want there. one exception extremely pleasant older crew member greeted us flight. appear organisation smooth co ordination distributing meals. two trays food placed top practically thrown us sour faced crew member. flight one hour late making us nervous catching connecting flight. information instructions given us connecting flight gate numbers landed. unlike airlines travelled staff member greeting connecting customers point right direction assure them. british airways would last choice airline travel would fly option.,327,"{'neg': 0.126, 'neu': 0.741, 'pos': 0.133, 'compound': 0.3103}",Neutral,"Sentiment(polarity=0.014684981684981722, subjectivity=0.5595311355311356)",0.5595311355311356,0.014684981684981722,Positive,anger,0.7203114628791809,Negative,Negative
2577,5,"""so much cabin baggage""",Peter Meikle,13th November 2015,FALSE,"Gatwick to Venice with British Airways. The plane was clean, crew good and reasonably on time, with good check in. But the flight was made unpleasant by BA encouraging people to take so much cabin baggage on to the plane. The return flight was perhaps 80% full, but the overhead lockers were full. It causes a scrum at boarding. The back row passengers board first and stowed their cases at the front so they don't have to carry them down the plane. The lockers are than full when the forward rows boarded they had nowhere to stow theirs. It was then chaos while the cabin crew sorted it out. It should be every passengers right to not have luggage under their feet.",Solo Leisure,Economy Class,Gatwick to Venice,15-Nov,4,5,5,5,yes,A320/319,4,,,gatwick venice british airways. plane clean crew good reasonably time good check in. flight made unpleasant ba encouraging people take much cabin baggage plane. return flight perhaps 80 full overhead lockers full. causes scrum boarding. back row passengers board first stowed cases front carry plane. lockers full forward rows boarded nowhere stow theirs. chaos cabin crew sorted out. every passengers right luggage feet.,123,"{'neg': 0.041, 'neu': 0.76, 'pos': 0.199, 'compound': 0.8956}",Positive,"Sentiment(polarity=0.23864468864468866, subjectivity=0.4745421245421245)",0.4745421245421245,0.23864468864468866,Positive,sadness,0.9345711469650269,Negative,Negative
1998,4,"""do not know if I will fly again""",Nuno Luz,14th November 2016,FALSE,"London to Lisbon with British Airways. Very bad flight, when a person does not want to check in baggage it is because he packed to not waste time in the luggage pick up. My luggage was taken during the boarding procedure because they said the flight was full, yes it was but there was enough space to all to have the mini trolley that I had in the plane, and people that I must say had bigger luggage then my own. Once in the plane fast exit from Heathrow and once on flight a bag of chips, or peanuts, very healthy. On the arrival at Lisbon plane parked near the Military Aerodrome on Portela (Figo Maduro), and 10 minutes bus ride to the terminal and more 10 minutes to wait for luggage. Long time BA customer but do not know if I will fly again.",Business,Economy Class,LHR to LIS,16-Nov,5,2,1,2,no,A320,1,,,london lisbon british airways. bad flight person want check baggage packed waste time luggage pick up. luggage taken boarding procedure said flight full yes enough space mini trolley plane people must say bigger luggage own. plane fast exit heathrow flight bag chips peanuts healthy. arrival lisbon plane parked near military aerodrome portela figo maduro 10 minutes bus ride terminal 10 minutes wait luggage. long time ba customer know fly again.,145,"{'neg': 0.081, 'neu': 0.833, 'pos': 0.086, 'compound': -0.1531}",Neutral,"Sentiment(polarity=0.11538461538461539, subjectivity=0.47051282051282056)",0.47051282051282056,0.11538461538461539,Positive,joy,0.8858197927474976,Positive,Negative
2123,9,"""crew were polite and helpful""",Jean Doherty,11th September 2016,FALSE,"We flew from Gatwick to Porto return. The flights were on time, crew on board were polite and helpful, the captain kept us informed on both the outward and return flights. The cabin and toilets were clean. Porto airport was well run and efficient, Gatwick which had filthy toilets was not such a pleasant experience. ",Family Leisure,Economy Class,LGW to OPO,16-Sep,4,5,4,4,yes,,2,1,,flew gatwick porto return. flights time crew board polite helpful captain kept us informed outward return flights. cabin toilets clean. porto airport well run efficient gatwick filthy toilets pleasant experience.,55,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.9136}",Positive,"Sentiment(polarity=0.10000000000000002, subjectivity=0.888888888888889)",0.888888889,0.10000000000000002,Positive,joy,0.9305981397628784,Positive,Positive
